Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST-00059,36,41,809921.1,4,5,5,455,Champions
CUST-00060,5,42,1080647.1,5,5,5,555,Champions
CUST-00061,31,40,704682.1,4,5,5,455,Champions
CUST-00062,7,42,855340.2,5,5,5,555,Champions
CUST-00063,39,37,772662.5,4,5,5,455,Champions
CUST-00064,7,45,1048164.85,5,5,5,555,Champions
CUST-00065,17,47,742337.95,5,5,5,555,Champions
CUST-00066,1,32,842348.2,5,5,5,555,Champions
CUST-00067,11,42,695532.5,5,5,5,555,Champions
CUST-00068,9,39,828729.85,5,5,5,555,Champions
CUST-00069,6,36,508600.8,5,5,5,555,Champions
CUST-00070,77,33,401787.60000000003,3,5,5,355,Loyal Customers
CUST-00071,8,37,667815.25,5,5,5,555,Champions
CUST-00072,31,31,748183.5499999999,4,5,5,455,Champions
CUST-00073,1,41,1120077.4,5,5,5,555,Champions
CUST-00074,22,39,854066.75,5,5,5,555,Champions
CUST-00075,35,41,942656.95,4,5,5,455,Champions
CUST-00076,3,44,811876.8,5,5,5,555,Champions
CUST-00077,32,41,808519.45,4,5,5,455,Champions
CUST-00078,18,44,909019.9,5,5,5,555,Champions
CUST-00079,17,30,574666.3,5,5,5,555,Champions
CUST-00080,11,43,966267.05,5,5,5,555,Champions
CUST-00081,37,47,1025819.8,4,5,5,455,Champions
CUST-00082,20,53,1151657.45,5,5,5,555,Champions
CUST-00083,11,42,722221.35,5,5,5,555,Champions
CUST-00084,24,38,773746.7,5,5,5,555,Champions
CUST-00085,32,41,1024462.85,4,5,5,455,Champions
CUST-00086,14,39,1078647.2,5,5,5,555,Champions
CUST-00087,4,42,828222.5,5,5,5,555,Champions
CUST-00088,17,35,684664.75,5,5,5,555,Champions
CUST-00089,27,26,742851.75,5,5,5,555,Champions
CUST-00090,39,39,828773.6,4,5,5,455,Champions
CUST-00091,2,32,757233.6,5,5,5,555,Champions
CUST-00092,24,32,594735.4,5,5,5,555,Champions
CUST-00093,53,37,980093.9,3,5,5,355,Loyal Customers
CUST-00094,11,48,824659.7,5,5,5,555,Champions
CUST-00095,30,38,716824.5,5,5,5,555,Champions
CUST-00096,7,43,1027917.05,5,5,5,555,Champions
CUST-00097,3,30,609047.15,5,5,5,555,Champions
CUST-00098,43,34,813929.45,4,5,5,455,Champions
CUST-00099,7,58,1368239.8,5,5,5,555,Champions
CUST-00100,53,37,985460.3,3,5,5,355,Loyal Customers
CUST-00101,12,33,865737.15,5,5,5,555,Champions
CUST-00102,5,42,964251.65,5,5,5,555,Champions
CUST-00103,16,54,1042648.85,5,5,5,555,Champions
CUST-00104,9,53,1277882.85,5,5,5,555,Champions
CUST-00105,10,33,872139.65,5,5,5,555,Champions
CUST-00106,34,38,1176576.35,4,5,5,455,Champions
CUST-00107,3,35,736756.95,5,5,5,555,Champions
CUST-00108,3,38,1032605.75,5,5,5,555,Champions
CUST-00109,8,47,1206735.3,5,5,5,555,Champions
CUST-00110,32,48,966103.5,4,5,5,455,Champions
CUST-00111,15,45,1319914.55,5,5,5,555,Champions
CUST-00112,12,47,1110200.1,5,5,5,555,Champions
CUST-00113,4,38,928458.05,5,5,5,555,Champions
CUST-00114,6,43,829009.25,5,5,5,555,Champions
CUST-00115,13,37,979954.0499999999,5,5,5,555,Champions
CUST-00116,45,39,1328227.3,4,5,5,455,Champions
CUST-00117,28,39,1046677.4,5,5,5,555,Champions
CUST-00118,8,36,917073.95,5,5,5,555,Champions
CUST-00119,6,35,902435.7,5,5,5,555,Champions
CUST-00120,22,47,935007.65,5,5,5,555,Champions
CUST-00121,11,45,865012.95,5,5,5,555,Champions
CUST-00122,27,38,774372.8,5,5,5,555,Champions
CUST-00123,7,44,850413.4500000001,5,5,5,555,Champions
CUST-00124,17,42,1156498.55,5,5,5,555,Champions
CUST-00125,3,46,1434324.7,5,5,5,555,Champions
CUST-00126,20,42,967164.7000000001,5,5,5,555,Champions
CUST-00127,38,41,905660.2999999999,4,5,5,455,Champions
CUST-00128,3,39,1008602.9,5,5,5,555,Champions
CUST-00129,3,53,1102202.7,5,5,5,555,Champions
CUST-00130,60,42,870242.5,3,5,5,355,Loyal Customers
CUST-00131,19,39,1038534.15,5,5,5,555,Champions
CUST-00132,10,46,1214146.75,5,5,5,555,Champions
CUST-00133,16,41,880382.15,5,5,5,555,Champions
CUST-00134,13,36,1371215.2,5,5,5,555,Champions
CUST-00135,69,32,649885.6,3,5,5,355,Loyal Customers
CUST-00136,56,40,718735.95,3,5,5,355,Loyal Customers
CUST-00137,7,54,1140109.0,5,5,5,555,Champions
CUST-00138,9,38,968173.9,5,5,5,555,Champions
CUST-00139,25,30,679079.55,5,5,5,555,Champions
CUST-00140,3,36,1277873.5,5,5,5,555,Champions
CUST-00141,28,46,1216208.95,5,5,5,555,Champions
CUST-00142,18,40,799109.85,5,5,5,555,Champions
CUST-00143,71,39,869337.75,3,5,5,355,Loyal Customers
CUST-00144,16,38,746008.8,5,5,5,555,Champions
CUST-00145,11,58,1156820.25,5,5,5,555,Champions
CUST-00146,26,39,845752.3,5,5,5,555,Champions
CUST-00147,5,39,808869.5,5,5,5,555,Champions
CUST-00148,32,50,1143146.95,4,5,5,455,Champions
CUST-00149,58,43,918785.2000000001,3,5,5,355,Loyal Customers
CUST-00150,39,34,703288.4,4,5,5,455,Champions
CUST-00151,19,40,1097486.1,5,5,5,555,Champions
CUST-00152,2,47,1601397.45,5,5,5,555,Champions
CUST-00153,36,48,1393634.05,4,5,5,455,Champions
CUST-00154,1,36,1259085.25,5,5,5,555,Champions
CUST-00155,20,43,865255.8,5,5,5,555,Champions
CUST-00156,37,45,1249944.2,4,5,5,455,Champions
CUST-00157,29,45,1302262.9,5,5,5,555,Champions
CUST-00158,3,51,1338434.2,5,5,5,555,Champions
CUST-00159,9,40,988781.1,5,5,5,555,Champions
CUST-00160,66,34,772902.7,3,5,5,355,Loyal Customers
CUST-00161,35,34,1201562.1,4,5,5,455,Champions
CUST-00162,16,51,1139074.3,5,5,5,555,Champions
CUST-00163,1,34,1035153.0,5,5,5,555,Champions
CUST-00164,6,46,1110671.85,5,5,5,555,Champions
CUST-00165,15,46,1209223.6,5,5,5,555,Champions
CUST-00166,17,42,930587.0,5,5,5,555,Champions
CUST-00167,8,45,1273952.65,5,5,5,555,Champions
CUST-00168,22,48,954296.25,5,5,5,555,Champions
CUST-00169,32,49,1467269.45,4,5,5,455,Champions
CUST-00170,4,39,1116955.7,5,5,5,555,Champions
CUST-00171,47,47,1134761.3,4,5,5,455,Champions
CUST-00172,21,37,767782.5,5,5,5,555,Champions
CUST-00173,49,43,949132.35,4,5,5,455,Champions
CUST-00174,19,48,1506769.6,5,5,5,555,Champions
CUST-00175,34,43,1330129.9,4,5,5,455,Champions
CUST-00176,7,40,968488.55,5,5,5,555,Champions
CUST-00177,35,39,825838.9,4,5,5,455,Champions
CUST-00178,2,48,1574713.6,5,5,5,555,Champions
CUST-00179,24,50,1086154.4,5,5,5,555,Champions
CUST-00180,28,44,730392.9,5,5,5,555,Champions
CUST-00181,25,38,760228.65,5,5,5,555,Champions
CUST-00182,12,41,987959.05,5,5,5,555,Champions
CUST-00183,7,44,968973.95,5,5,5,555,Champions
CUST-00184,10,39,951648.0,5,5,5,555,Champions
CUST-00185,32,43,814686.5,4,5,5,455,Champions
CUST-00186,7,46,1148330.95,5,5,5,555,Champions
CUST-00187,41,30,528387.15,4,5,5,455,Champions
CUST-00188,26,53,1283298.85,5,5,5,555,Champions
CUST-00189,26,34,787986.65,5,5,5,555,Champions
CUST-00190,35,43,928773.15,4,5,5,455,Champions
CUST-00191,6,47,930135.25,5,5,5,555,Champions
CUST-00192,81,44,1506687.4,3,5,5,355,Loyal Customers
CUST-00193,32,34,599556.65,4,5,5,455,Champions
CUST-00194,10,31,886697.5,5,5,5,555,Champions
CUST-00195,5,39,751943.2,5,5,5,555,Champions
CUST-00196,7,38,1054599.5,5,5,5,555,Champions
CUST-00197,43,37,687922.75,4,5,5,455,Champions
CUST-00198,18,32,829912.1,5,5,5,555,Champions
CUST-00199,10,30,572753.25,5,5,5,555,Champions
CUST-00200,14,45,1160318.0,5,5,5,555,Champions
CUST-00201,24,37,883870.3,5,5,5,555,Champions
CUST-00202,6,46,1065949.45,5,5,5,555,Champions
CUST-00203,9,45,1173938.7,5,5,5,555,Champions
CUST-00204,33,40,1032360.6,4,5,5,455,Champions
CUST-00205,9,37,1330234.25,5,5,5,555,Champions
CUST-00206,18,38,907804.1,5,5,5,555,Champions
CUST-00207,9,34,695188.7,5,5,5,555,Champions
CUST-00208,45,32,642307.0,4,5,5,455,Champions
CUST-00209,41,53,1502125.95,4,5,5,455,Champions
CUST-00210,28,44,879772.25,5,5,5,555,Champions
CUST-00211,82,37,756921.75,3,5,5,355,Loyal Customers
CUST-00212,20,49,1110249.6,5,5,5,555,Champions
CUST-00213,6,40,1385308.55,5,5,5,555,Champions
CUST-00214,5,49,1125800.3,5,5,5,555,Champions
CUST-00215,5,39,826828.2999999999,5,5,5,555,Champions
CUST-00216,41,58,1172113.75,4,5,5,455,Champions
CUST-00217,13,34,772911.3,5,5,5,555,Champions
CUST-00218,22,39,887809.9,5,5,5,555,Champions
CUST-00219,7,39,841983.85,5,5,5,555,Champions
CUST-00220,16,41,825095.35,5,5,5,555,Champions
CUST-00221,2,28,350065.3,5,5,5,555,Champions
CUST-00222,15,34,674180.4,5,5,5,555,Champions
CUST-00223,12,43,986952.15,5,5,5,555,Champions
CUST-00224,27,34,553759.75,5,5,5,555,Champions
CUST-00225,4,44,744955.45,5,5,5,555,Champions
CUST-00226,11,52,1797634.95,5,5,5,555,Champions
CUST-00227,22,46,1229688.8,5,5,5,555,Champions
CUST-00228,56,40,1080189.1,3,5,5,355,Loyal Customers
CUST-00229,2,51,1186903.6,5,5,5,555,Champions
CUST-00230,10,45,1390576.55,5,5,5,555,Champions
CUST-00231,4,32,563853.9,5,5,5,555,Champions
CUST-00232,34,29,683957.5,4,5,5,455,Champions
CUST-00233,47,41,831743.2,4,5,5,455,Champions
CUST-00234,36,41,872174.75,4,5,5,455,Champions
CUST-00235,18,34,840541.5,5,5,5,555,Champions
CUST-00236,16,43,1341317.75,5,5,5,555,Champions
CUST-00237,35,42,989380.25,4,5,5,455,Champions
CUST-00238,24,38,766209.75,5,5,5,555,Champions
CUST-00239,11,55,1529927.7,5,5,5,555,Champions
CUST-00240,22,29,684229.6,5,5,5,555,Champions
CUST-00241,23,38,1045606.1,5,5,5,555,Champions
CUST-00242,42,47,1256942.75,4,5,5,455,Champions
CUST-00243,51,28,364764.65,4,5,5,455,Champions
CUST-00244,9,43,646625.15,5,5,5,555,Champions
CUST-00245,34,39,916394.95,4,5,5,455,Champions
CUST-00246,5,39,941543.3,5,5,5,555,Champions
CUST-00247,13,31,864298.95,5,5,5,555,Champions
CUST-00248,34,34,905649.95,4,5,5,455,Champions
CUST-00249,27,35,778432.1,5,5,5,555,Champions
CUST-00250,20,40,809423.35,5,5,5,555,Champions
CUST-00251,32,31,565881.8,4,5,5,455,Champions
CUST-00252,10,51,1212281.7,5,5,5,555,Champions
CUST-00253,2,52,1478893.15,5,5,5,555,Champions
CUST-00254,8,55,970084.7,5,5,5,555,Champions
CUST-00255,10,39,1077455.95,5,5,5,555,Champions
CUST-00256,37,36,564804.2,4,5,5,455,Champions
CUST-00257,16,39,729054.2,5,5,5,555,Champions
CUST-00258,52,33,545899.95,4,5,5,455,Champions
CUST-00259,10,44,1181130.45,5,5,5,555,Champions
CUST-00260,32,38,1152978.2,4,5,5,455,Champions
CUST-00261,33,33,438465.75,4,5,5,455,Champions
CUST-00262,30,38,892806.0,5,5,5,555,Champions
CUST-00263,32,33,825485.15,4,5,5,455,Champions
CUST-00264,10,32,723464.4500000001,5,5,5,555,Champions
CUST-00265,49,41,1190726.2,4,5,5,455,Champions
CUST-00266,37,43,1094192.7,4,5,5,455,Champions
CUST-00267,51,40,926322.8,4,5,5,455,Champions
CUST-00268,33,38,800435.15,4,5,5,455,Champions
CUST-00269,16,57,1601238.2,5,5,5,555,Champions
CUST-00270,2,49,798472.8,5,5,5,555,Champions
CUST-00271,5,56,1283090.05,5,5,5,555,Champions
CUST-00272,46,43,856551.4,4,5,5,455,Champions
CUST-00273,37,47,1121535.7,4,5,5,455,Champions
CUST-00274,17,47,1364892.4,5,5,5,555,Champions
CUST-00275,33,37,916705.8,4,5,5,455,Champions
CUST-00276,9,46,1021560.95,5,5,5,555,Champions
CUST-00277,15,34,1021673.75,5,5,5,555,Champions
CUST-00278,1,38,682114.25,5,5,5,555,Champions
CUST-00279,32,39,1055628.95,4,5,5,455,Champions
CUST-00280,3,50,1167598.45,5,5,5,555,Champions
CUST-00281,5,34,1053427.1,5,5,5,555,Champions
CUST-00282,37,32,639922.6,4,5,5,455,Champions
CUST-00283,5,32,805101.5,5,5,5,555,Champions
CUST-00284,13,40,712389.6,5,5,5,555,Champions
CUST-00285,27,43,1007948.75,5,5,5,555,Champions
CUST-00286,9,41,1245445.2,5,5,5,555,Champions
CUST-00287,12,40,809689.2,5,5,5,555,Champions
CUST-00288,37,49,1119567.85,4,5,5,455,Champions
CUST-00289,32,40,1181108.2,4,5,5,455,Champions
CUST-00290,49,45,1069439.3,4,5,5,455,Champions
CUST-00291,4,42,1170025.1,5,5,5,555,Champions
CUST-00292,8,39,1052749.6,5,5,5,555,Champions
CUST-00293,46,40,945928.2,4,5,5,455,Champions
CUST-00294,8,43,1224044.7,5,5,5,555,Champions
CUST-00295,30,38,788727.0,5,5,5,555,Champions
CUST-00296,27,36,541993.1,5,5,5,555,Champions
CUST-00297,34,36,813535.15,4,5,5,455,Champions
CUST-00298,46,47,920724.05,4,5,5,455,Champions
CUST-00299,17,43,1084813.05,5,5,5,555,Champions
CUST-00300,8,43,934780.4,5,5,5,555,Champions
CUST-00301,1,37,885946.7999999999,5,5,5,555,Champions
CUST-00302,9,41,972519.45,5,5,5,555,Champions
CUST-00303,10,29,642514.6,5,5,5,555,Champions
CUST-00304,48,39,850810.6,4,5,5,455,Champions
CUST-00305,12,46,1094670.2,5,5,5,555,Champions
CUST-00306,30,47,1040293.4,5,5,5,555,Champions
CUST-00307,14,44,956086.5,5,5,5,555,Champions
CUST-00308,15,47,1028418.4,5,5,5,555,Champions
CUST-00309,7,39,829502.5,5,5,5,555,Champions
CUST-00310,13,33,1020387.5,5,5,5,555,Champions
CUST-00311,74,41,1073896.15,3,5,5,355,Loyal Customers
CUST-00312,6,35,640773.0,5,5,5,555,Champions
CUST-00313,14,47,1225415.4,5,5,5,555,Champions
CUST-00314,6,50,869135.65,5,5,5,555,Champions
CUST-00315,6,32,1014239.55,5,5,5,555,Champions
CUST-00316,6,35,775240.8,5,5,5,555,Champions
CUST-00317,2,50,1093965.15,5,5,5,555,Champions
CUST-00318,26,35,1075491.4,5,5,5,555,Champions
CUST-00319,30,40,701688.35,5,5,5,555,Champions
CUST-00320,21,46,926444.05,5,5,5,555,Champions
CUST-00321,2,38,785286.05,5,5,5,555,Champions
CUST-00322,26,30,582908.7,5,5,5,555,Champions
CUST-00323,13,33,837933.35,5,5,5,555,Champions
CUST-00324,41,36,910911.45,4,5,5,455,Champions
CUST-00325,12,38,1034725.6,5,5,5,555,Champions
CUST-00326,8,39,1077035.4,5,5,5,555,Champions
CUST-00327,18,33,895656.9,5,5,5,555,Champions
CUST-00328,33,45,973588.4,4,5,5,455,Champions
CUST-00329,5,38,754814.1,5,5,5,555,Champions
CUST-00330,3,53,1135318.2,5,5,5,555,Champions
CUST-00331,55,51,1249226.5,3,5,5,355,Loyal Customers
CUST-00332,8,40,971487.7,5,5,5,555,Champions
CUST-00333,3,37,768196.5,5,5,5,555,Champions
CUST-00334,3,43,1149333.55,5,5,5,555,Champions
CUST-00335,2,46,1257156.55,5,5,5,555,Champions
CUST-00336,15,42,814516.75,5,5,5,555,Champions
CUST-00337,11,46,860450.5,5,5,5,555,Champions
CUST-00338,9,38,852482.95,5,5,5,555,Champions
CUST-00339,7,45,959097.0,5,5,5,555,Champions
CUST-00340,33,40,953054.0,4,5,5,455,Champions
CUST-00341,22,42,1011677.9,5,5,5,555,Champions
CUST-00342,23,26,530235.1,5,5,5,555,Champions
CUST-00343,41,41,951937.75,4,5,5,455,Champions
CUST-00344,1,46,1217301.0,5,5,5,555,Champions
CUST-00345,1,39,1155820.4,5,5,5,555,Champions
CUST-00346,5,42,909002.8,5,5,5,555,Champions
CUST-00347,68,42,1178538.45,3,5,5,355,Loyal Customers
CUST-00348,1,45,1333538.3,5,5,5,555,Champions
CUST-00349,16,42,1050107.35,5,5,5,555,Champions
CUST-00350,20,43,832906.9,5,5,5,555,Champions
CUST-00351,76,15,366301.3,3,5,5,355,Loyal Customers
CUST-00352,8,13,273820.0,5,5,5,555,Champions
CUST-00353,26,19,362303.15,5,5,5,555,Champions
CUST-00354,15,15,337602.2,5,5,5,555,Champions
CUST-00355,69,12,352757.05,3,5,5,355,Loyal Customers
CUST-00356,37,15,370328.35,4,5,5,455,Champions
CUST-00357,19,6,52546.2,5,3,2,532,Loyal Customers
CUST-00358,36,9,132713.19999999998,4,4,3,443,Champions
CUST-00359,35,14,416462.14999999997,4,5,5,455,Champions
CUST-00360,71,9,179494.65,3,4,4,344,Loyal Customers
CUST-00361,67,12,225861.84999999998,3,5,4,354,Loyal Customers
CUST-00362,38,10,338844.95,4,4,5,445,Champions
CUST-00363,15,7,199806.05,5,3,4,534,Loyal Customers
CUST-00364,18,9,107566.15,5,4,3,543,Champions
CUST-00365,35,15,442070.8,4,5,5,455,Champions
CUST-00366,33,8,215254.0,4,4,4,444,Champions
CUST-00367,62,10,226467.9,3,4,4,344,Loyal Customers
CUST-00368,38,10,276728.25,4,4,5,445,Champions
CUST-00369,9,10,308750.25,5,4,5,545,Champions
CUST-00370,21,9,274116.45,5,4,5,545,Champions
CUST-00371,33,9,346978.0,4,4,5,445,Champions
CUST-00372,20,8,186085.25,5,4,4,544,Champions
CUST-00373,5,16,586360.85,5,5,5,555,Champions
CUST-00374,78,13,240250.4,3,5,4,354,Loyal Customers
CUST-00375,43,12,207262.85,4,5,4,454,Champions
CUST-00376,43,8,121960.90000000001,4,4,3,443,Champions
CUST-00377,87,9,261503.45,3,4,4,344,Loyal Customers
CUST-00378,34,9,293820.25,4,4,5,445,Champions
CUST-00379,186,4,29939.35,2,2,1,221,Lost Customers
CUST-00380,40,5,96659.75,4,3,3,433,Loyal Customers
CUST-00381,89,9,155314.30000000002,2,4,3,243,At Risk
CUST-00382,18,12,219437.9,5,5,4,554,Champions
CUST-00383,34,7,318179.1,4,3,5,435,Loyal Customers
CUST-00384,32,9,139853.0,4,4,3,443,Champions
CUST-00385,37,10,107681.5,4,4,3,443,Champions
CUST-00386,2,10,165488.1,5,4,4,544,Champions
CUST-00387,339,8,242083.0,1,4,4,144,At Risk
CUST-00388,125,12,177998.9,2,5,4,254,At Risk
CUST-00389,15,11,227021.35,5,4,4,544,Champions
CUST-00390,30,16,333218.1,5,5,5,555,Champions
CUST-00391,12,15,397644.8,5,5,5,555,Champions
CUST-00392,43,12,416298.0,4,5,5,455,Champions
CUST-00393,30,10,177077.95,5,4,4,544,Champions
CUST-00394,51,8,98866.2,4,4,3,443,Champions
CUST-00395,47,13,219843.25,4,5,4,454,Champions
CUST-00396,33,15,211969.05,4,5,4,454,Champions
CUST-00397,141,10,79285.95,2,4,2,242,At Risk
CUST-00398,27,8,131640.1,5,4,3,543,Champions
CUST-00399,125,10,285210.1,2,4,5,245,At Risk
CUST-00400,302,15,275787.6,1,5,5,155,At Risk
CUST-00401,109,7,98931.45,2,3,3,233,At Risk
CUST-00402,19,13,354264.35,5,5,5,555,Champions
CUST-00403,52,10,126239.65000000001,4,4,3,443,Champions
CUST-00404,59,9,319256.85,3,4,5,345,Loyal Customers
CUST-00405,116,9,251250.5,2,4,4,244,At Risk
CUST-00406,26,10,304589.85,5,4,5,545,Champions
CUST-00407,4,10,256939.7,5,4,4,544,Champions
CUST-00408,46,8,108465.8,4,4,3,443,Champions
CUST-00409,76,6,52171.55,3,3,2,332,Loyal Customers
CUST-00410,31,17,471353.60000000003,4,5,5,455,Champions
CUST-00411,175,8,81808.05,2,4,2,242,At Risk
CUST-00412,157,9,186158.95,2,4,4,244,At Risk
CUST-00413,60,7,154068.5,3,3,3,333,Loyal Customers
CUST-00414,31,11,135897.95,4,4,3,443,Champions
CUST-00415,38,6,152296.65,4,3,3,433,Loyal Customers
CUST-00416,75,10,320010.95,3,4,5,345,Loyal Customers
CUST-00417,13,8,153097.25,5,4,3,543,Champions
CUST-00418,85,11,197723.3,3,4,4,344,Loyal Customers
CUST-00419,45,10,273493.7,4,4,5,445,Champions
CUST-00420,197,7,87833.1,1,3,2,132,At Risk
CUST-00421,82,9,441944.75,3,4,5,345,Loyal Customers
CUST-00422,36,15,284958.15,4,5,5,455,Champions
CUST-00423,159,9,291534.4,2,4,5,245,At Risk
CUST-00424,23,15,301441.35000000003,5,5,5,555,Champions
CUST-00425,9,11,287838.2,5,4,5,545,Champions
CUST-00426,76,14,331560.2,3,5,5,355,Loyal Customers
CUST-00427,31,12,171982.15,4,5,4,454,Champions
CUST-00428,72,6,318057.2,3,3,5,335,Loyal Customers
CUST-00429,35,16,226297.2,4,5,4,454,Champions
CUST-00430,41,11,438805.75,4,4,5,445,Champions
CUST-00431,33,11,281015.65,4,4,5,445,Champions
CUST-00432,69,10,275412.8,3,4,5,345,Loyal Customers
CUST-00433,86,10,115124.04999999999,3,4,3,343,Loyal Customers
CUST-00434,66,11,182351.1,3,4,4,344,Loyal Customers
CUST-00435,47,11,346838.45,4,4,5,445,Champions
CUST-00436,59,7,174812.75,3,3,4,334,Loyal Customers
CUST-00437,111,13,427156.95,2,5,5,255,At Risk
CUST-00438,71,11,365645.35,3,4,5,345,Loyal Customers
CUST-00439,34,19,469605.25,4,5,5,455,Champions
CUST-00440,112,8,87568.3,2,4,2,242,At Risk
CUST-00441,8,5,234719.60000000003,5,3,4,534,Loyal Customers
CUST-00442,25,7,248867.15,5,3,4,534,Loyal Customers
CUST-00443,61,15,406899.75,3,5,5,355,Loyal Customers
CUST-00444,64,9,91765.79999999999,3,4,2,342,Loyal Customers
CUST-00445,39,8,132775.45,4,4,3,443,Champions
CUST-00446,64,12,199270.4,3,5,4,354,Loyal Customers
CUST-00447,70,12,260315.85,3,5,4,354,Loyal Customers
CUST-00448,73,7,278954.05,3,3,5,335,Loyal Customers
CUST-00449,11,11,493793.55,5,4,5,545,Champions
CUST-00450,30,10,211812.1,5,4,4,544,Champions
CUST-00451,53,21,512240.4,3,5,5,355,Loyal Customers
CUST-00452,156,8,159545.05,2,4,3,243,At Risk
CUST-00453,106,8,101836.9,2,4,3,243,At Risk
CUST-00454,45,13,438837.60000000003,4,5,5,455,Champions
CUST-00455,18,11,64915.3,5,4,2,542,Champions
CUST-00456,2,14,300153.1,5,5,5,555,Champions
CUST-00457,38,15,319962.0,4,5,5,455,Champions
CUST-00458,32,12,428330.55,4,5,5,455,Champions
CUST-00459,34,6,53073.549999999996,4,3,2,432,Loyal Customers
CUST-00460,2,8,166956.65,5,4,4,544,Champions
CUST-00461,46,13,289956.4,4,5,5,455,Champions
CUST-00462,27,7,109519.75,5,3,3,533,Loyal Customers
CUST-00463,46,12,415796.35,4,5,5,455,Champions
CUST-00464,10,12,485921.25,5,5,5,555,Champions
CUST-00465,156,5,196859.0,2,3,4,234,At Risk
CUST-00466,16,11,219787.0,5,4,4,544,Champions
CUST-00467,5,10,100882.15,5,4,3,543,Champions
CUST-00468,32,17,448464.55,4,5,5,455,Champions
CUST-00469,4,8,240489.3,5,4,4,544,Champions
CUST-00470,58,7,124210.75,3,3,3,333,Loyal Customers
CUST-00471,42,10,118803.05,4,4,3,443,Champions
CUST-00472,16,4,65389.7,5,2,2,522,Potential Loyalists
CUST-00473,14,11,135703.7,5,4,3,543,Champions
CUST-00474,8,10,307764.85,5,4,5,545,Champions
CUST-00475,439,5,97585.45,1,3,3,133,At Risk
CUST-00476,63,4,51006.8,3,2,2,322,Potential Loyalists
CUST-00477,72,12,111401.45,3,5,3,353,Loyal Customers
CUST-00478,266,7,157553.25,1,3,3,133,At Risk
CUST-00479,29,12,369922.25,5,5,5,555,Champions
CUST-00480,81,7,203748.85,3,3,4,334,Loyal Customers
